IdealFile	NumberOfCities	NumberOfUniqueSolutions	SampleRate	NumberOfDiscoveredSolutions	FracOfSolutionsDiscovered
smooth-psmap-tsp-50-R-instance0.ser	50	81	4.0E-4	4	0.04938271604938271
smooth-psmap-tsp-50-R-instance0.ser	50	81	5.0E-4	4	0.04938271604938271
smooth-psmap-tsp-50-R-instance0.ser	50	81	6.0E-4	5	0.06172839506172839
smooth-psmap-tsp-50-R-instance0.ser	50	81	7.0E-4	6	0.07407407407407407
smooth-psmap-tsp-50-R-instance0.ser	50	81	8.0E-4	5	0.06172839506172839
smooth-psmap-tsp-50-R-instance0.ser	50	81	9.0E-4	5	0.06172839506172839
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0010	9	0.1111111111111111
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0020	12	0.14814814814814814
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0030	18	0.2222222222222222
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0040	20	0.24691358024691357
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0050	26	0.32098765432098764
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0060	30	0.37037037037037035
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0070	31	0.38271604938271603
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0080	35	0.43209876543209874
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0090	31	0.38271604938271603
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.01	38	0.4691358024691358
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.02	53	0.654320987654321
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.03	58	0.7160493827160493
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.04	59	0.7283950617283951
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.05	67	0.8271604938271605
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.06	73	0.9012345679012346
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.07	69	0.8518518518518519
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.08	67	0.8271604938271605
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.09	71	0.8765432098765432
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.1	72	0.8888888888888888
smooth-psmap-tsp-50-R-instance0.ser	50	81	1.0E-4	1	0.012345679012345678
smooth-psmap-tsp-50-R-instance0.ser	50	81	2.0E-4	2	0.024691358024691357
smooth-psmap-tsp-50-R-instance0.ser	50	81	3.0E-4	3	0.037037037037037035
smooth-psmap-tsp-50-R-instance0.ser	50	81	4.0E-4	4	0.04938271604938271
smooth-psmap-tsp-50-R-instance0.ser	50	81	5.0E-4	4	0.04938271604938271
smooth-psmap-tsp-50-R-instance0.ser	50	81	6.0E-4	4	0.04938271604938271
smooth-psmap-tsp-50-R-instance0.ser	50	81	7.0E-4	6	0.07407407407407407
smooth-psmap-tsp-50-R-instance0.ser	50	81	8.0E-4	6	0.07407407407407407
smooth-psmap-tsp-50-R-instance0.ser	50	81	9.0E-4	7	0.08641975308641975
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0010	9	0.1111111111111111
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0020	12	0.14814814814814814
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0030	16	0.19753086419753085
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0040	23	0.2839506172839506
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0050	28	0.345679012345679
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0060	30	0.37037037037037035
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0070	30	0.37037037037037035
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0080	34	0.41975308641975306
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0090	38	0.4691358024691358
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.01	43	0.5308641975308642
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.02	49	0.6049382716049383
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.03	61	0.7530864197530864
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.04	61	0.7530864197530864
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.05	67	0.8271604938271605
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.06	68	0.8395061728395061
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.07	74	0.9135802469135802
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.08	71	0.8765432098765432
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.09	73	0.9012345679012346
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.1	70	0.8641975308641975
smooth-psmap-tsp-50-R-instance0.ser	50	81	1.0E-4	1	0.012345679012345678
smooth-psmap-tsp-50-R-instance0.ser	50	81	2.0E-4	2	0.024691358024691357
smooth-psmap-tsp-50-R-instance0.ser	50	81	3.0E-4	3	0.037037037037037035
smooth-psmap-tsp-50-R-instance0.ser	50	81	4.0E-4	4	0.04938271604938271
smooth-psmap-tsp-50-R-instance0.ser	50	81	5.0E-4	5	0.06172839506172839
smooth-psmap-tsp-50-R-instance0.ser	50	81	6.0E-4	5	0.06172839506172839
smooth-psmap-tsp-50-R-instance0.ser	50	81	7.0E-4	6	0.07407407407407407
smooth-psmap-tsp-50-R-instance0.ser	50	81	8.0E-4	6	0.07407407407407407
smooth-psmap-tsp-50-R-instance0.ser	50	81	9.0E-4	7	0.08641975308641975
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0010	9	0.1111111111111111
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0020	15	0.18518518518518517
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0030	19	0.2345679012345679
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0040	22	0.2716049382716049
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0050	22	0.2716049382716049
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0060	26	0.32098765432098764
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0070	35	0.43209876543209874
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0080	35	0.43209876543209874
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0090	36	0.4444444444444444
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.01	43	0.5308641975308642
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.02	50	0.6172839506172839
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.03	60	0.7407407407407407
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.04	64	0.7901234567901234
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.05	64	0.7901234567901234
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.06	66	0.8148148148148148
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.07	65	0.8024691358024691
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.08	68	0.8395061728395061
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.09	69	0.8518518518518519
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.1	70	0.8641975308641975
smooth-psmap-tsp-50-R-instance0.ser	50	81	1.0E-4	1	0.012345679012345678
smooth-psmap-tsp-50-R-instance0.ser	50	81	2.0E-4	2	0.024691358024691357
smooth-psmap-tsp-50-R-instance0.ser	50	81	3.0E-4	2	0.024691358024691357
smooth-psmap-tsp-50-R-instance0.ser	50	81	4.0E-4	3	0.037037037037037035
smooth-psmap-tsp-50-R-instance0.ser	50	81	5.0E-4	5	0.06172839506172839
smooth-psmap-tsp-50-R-instance0.ser	50	81	6.0E-4	5	0.06172839506172839
smooth-psmap-tsp-50-R-instance0.ser	50	81	7.0E-4	6	0.07407407407407407
smooth-psmap-tsp-50-R-instance0.ser	50	81	8.0E-4	5	0.06172839506172839
smooth-psmap-tsp-50-R-instance0.ser	50	81	9.0E-4	7	0.08641975308641975
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0010	9	0.1111111111111111
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0020	15	0.18518518518518517
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0030	17	0.20987654320987653
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0040	27	0.3333333333333333
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0050	26	0.32098765432098764
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0060	30	0.37037037037037035
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0070	32	0.3950617283950617
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0080	31	0.38271604938271603
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0090	38	0.4691358024691358
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.01	41	0.5061728395061729
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.02	50	0.6172839506172839
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.03	63	0.7777777777777778
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.04	58	0.7160493827160493
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.05	68	0.8395061728395061
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.06	69	0.8518518518518519
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.07	70	0.8641975308641975
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.08	69	0.8518518518518519
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.09	69	0.8518518518518519
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.1	70	0.8641975308641975
smooth-psmap-tsp-50-R-instance0.ser	50	81	1.0E-4	1	0.012345679012345678
smooth-psmap-tsp-50-R-instance0.ser	50	81	2.0E-4	2	0.024691358024691357
smooth-psmap-tsp-50-R-instance0.ser	50	81	3.0E-4	3	0.037037037037037035
smooth-psmap-tsp-50-R-instance0.ser	50	81	4.0E-4	4	0.04938271604938271
smooth-psmap-tsp-50-R-instance0.ser	50	81	5.0E-4	4	0.04938271604938271
smooth-psmap-tsp-50-R-instance0.ser	50	81	6.0E-4	5	0.06172839506172839
smooth-psmap-tsp-50-R-instance0.ser	50	81	7.0E-4	5	0.06172839506172839
smooth-psmap-tsp-50-R-instance0.ser	50	81	8.0E-4	6	0.07407407407407407
smooth-psmap-tsp-50-R-instance0.ser	50	81	9.0E-4	7	0.08641975308641975
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0010	8	0.09876543209876543
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0020	14	0.1728395061728395
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0030	18	0.2222222222222222
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0040	21	0.25925925925925924
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0050	26	0.32098765432098764
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0060	29	0.35802469135802467
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0070	32	0.3950617283950617
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0080	38	0.4691358024691358
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0090	37	0.4567901234567901
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.01	38	0.4691358024691358
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.02	53	0.654320987654321
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.03	52	0.6419753086419753
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.04	64	0.7901234567901234
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.05	69	0.8518518518518519
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.06	69	0.8518518518518519
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.07	70	0.8641975308641975
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.08	71	0.8765432098765432
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.09	72	0.8888888888888888
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.1	74	0.9135802469135802
smooth-psmap-tsp-50-R-instance0.ser	50	81	1.0E-4	1	0.012345679012345678
smooth-psmap-tsp-50-R-instance0.ser	50	81	2.0E-4	2	0.024691358024691357
smooth-psmap-tsp-50-R-instance0.ser	50	81	3.0E-4	3	0.037037037037037035
smooth-psmap-tsp-50-R-instance0.ser	50	81	4.0E-4	4	0.04938271604938271
smooth-psmap-tsp-50-R-instance0.ser	50	81	5.0E-4	4	0.04938271604938271
smooth-psmap-tsp-50-R-instance0.ser	50	81	6.0E-4	5	0.06172839506172839
smooth-psmap-tsp-50-R-instance0.ser	50	81	7.0E-4	5	0.06172839506172839
smooth-psmap-tsp-50-R-instance0.ser	50	81	8.0E-4	6	0.07407407407407407
smooth-psmap-tsp-50-R-instance0.ser	50	81	9.0E-4	6	0.07407407407407407
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0010	9	0.1111111111111111
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0020	15	0.18518518518518517
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0030	17	0.20987654320987653
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0040	22	0.2716049382716049
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0050	27	0.3333333333333333
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0060	31	0.38271604938271603
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0070	33	0.4074074074074074
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0080	31	0.38271604938271603
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.0090	37	0.4567901234567901
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.01	45	0.5555555555555556
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.02	50	0.6172839506172839
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.03	59	0.7283950617283951
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.04	64	0.7901234567901234
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.05	66	0.8148148148148148
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.06	73	0.9012345679012346
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.07	71	0.8765432098765432
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.08	71	0.8765432098765432
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.09	70	0.8641975308641975
smooth-psmap-tsp-50-R-instance0.ser	50	81	0.1	73	0.9012345679012346
smooth-psmap-tsp-50-R-instance1.ser	50	89	1.0E-4	1	0.011235955056179775
smooth-psmap-tsp-50-R-instance1.ser	50	89	2.0E-4	2	0.02247191011235955
smooth-psmap-tsp-50-R-instance1.ser	50	89	3.0E-4	3	0.033707865168539325
smooth-psmap-tsp-50-R-instance1.ser	50	89	4.0E-4	4	0.0449438202247191
smooth-psmap-tsp-50-R-instance1.ser	50	89	5.0E-4	5	0.056179775280898875
smooth-psmap-tsp-50-R-instance1.ser	50	89	6.0E-4	5	0.056179775280898875
smooth-psmap-tsp-50-R-instance1.ser	50	89	7.0E-4	6	0.06741573033707865
smooth-psmap-tsp-50-R-instance1.ser	50	89	8.0E-4	7	0.07865168539325842
smooth-psmap-tsp-50-R-instance1.ser	50	89	9.0E-4	8	0.0898876404494382
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0010	9	0.10112359550561797
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0020	12	0.1348314606741573
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0030	20	0.2247191011235955
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0040	26	0.29213483146067415
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0050	30	0.33707865168539325
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0060	29	0.3258426966292135
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0070	36	0.4044943820224719
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0080	39	0.43820224719101125
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0090	45	0.5056179775280899
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.01	41	0.4606741573033708
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.02	63	0.7078651685393258
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.03	67	0.7528089887640449
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.04	70	0.7865168539325843
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.05	77	0.8651685393258427
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.06	80	0.898876404494382
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.07	79	0.8876404494382022
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.08	81	0.9101123595505618
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.09	81	0.9101123595505618
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.1	81	0.9101123595505618
smooth-psmap-tsp-50-R-instance1.ser	50	89	1.0E-4	1	0.011235955056179775
smooth-psmap-tsp-50-R-instance1.ser	50	89	2.0E-4	2	0.02247191011235955
smooth-psmap-tsp-50-R-instance1.ser	50	89	3.0E-4	3	0.033707865168539325
smooth-psmap-tsp-50-R-instance1.ser	50	89	4.0E-4	4	0.0449438202247191
smooth-psmap-tsp-50-R-instance1.ser	50	89	5.0E-4	3	0.033707865168539325
smooth-psmap-tsp-50-R-instance1.ser	50	89	6.0E-4	5	0.056179775280898875
smooth-psmap-tsp-50-R-instance1.ser	50	89	7.0E-4	6	0.06741573033707865
smooth-psmap-tsp-50-R-instance1.ser	50	89	8.0E-4	7	0.07865168539325842
smooth-psmap-tsp-50-R-instance1.ser	50	89	9.0E-4	8	0.0898876404494382
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0010	8	0.0898876404494382
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0020	15	0.16853932584269662
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0030	19	0.21348314606741572
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0040	27	0.30337078651685395
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0050	25	0.2808988764044944
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0060	36	0.4044943820224719
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0070	37	0.4157303370786517
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0080	49	0.550561797752809
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0090	46	0.5168539325842697
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.01	41	0.4606741573033708
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.02	54	0.6067415730337079
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.03	65	0.7303370786516854
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.04	71	0.797752808988764
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.05	76	0.8539325842696629
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.06	76	0.8539325842696629
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.07	76	0.8539325842696629
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.08	77	0.8651685393258427
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.09	78	0.8764044943820225
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.1	81	0.9101123595505618
smooth-psmap-tsp-50-R-instance1.ser	50	89	1.0E-4	1	0.011235955056179775
smooth-psmap-tsp-50-R-instance1.ser	50	89	2.0E-4	2	0.02247191011235955
smooth-psmap-tsp-50-R-instance1.ser	50	89	3.0E-4	3	0.033707865168539325
smooth-psmap-tsp-50-R-instance1.ser	50	89	4.0E-4	4	0.0449438202247191
smooth-psmap-tsp-50-R-instance1.ser	50	89	5.0E-4	5	0.056179775280898875
smooth-psmap-tsp-50-R-instance1.ser	50	89	6.0E-4	5	0.056179775280898875
smooth-psmap-tsp-50-R-instance1.ser	50	89	7.0E-4	5	0.056179775280898875
smooth-psmap-tsp-50-R-instance1.ser	50	89	8.0E-4	7	0.07865168539325842
smooth-psmap-tsp-50-R-instance1.ser	50	89	9.0E-4	8	0.0898876404494382
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0010	7	0.07865168539325842
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0020	14	0.15730337078651685
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0030	19	0.21348314606741572
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0040	22	0.24719101123595505
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0050	25	0.2808988764044944
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0060	31	0.34831460674157305
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0070	35	0.39325842696629215
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0080	39	0.43820224719101125
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0090	39	0.43820224719101125
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.01	42	0.47191011235955055
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.02	56	0.6292134831460674
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.03	65	0.7303370786516854
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.04	68	0.7640449438202247
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.05	73	0.8202247191011236
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.06	74	0.8314606741573034
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.07	81	0.9101123595505618
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.08	82	0.9213483146067416
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.09	79	0.8876404494382022
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.1	79	0.8876404494382022
smooth-psmap-tsp-50-R-instance1.ser	50	89	1.0E-4	1	0.011235955056179775
smooth-psmap-tsp-50-R-instance1.ser	50	89	2.0E-4	2	0.02247191011235955
smooth-psmap-tsp-50-R-instance1.ser	50	89	3.0E-4	3	0.033707865168539325
smooth-psmap-tsp-50-R-instance1.ser	50	89	4.0E-4	4	0.0449438202247191
smooth-psmap-tsp-50-R-instance1.ser	50	89	5.0E-4	5	0.056179775280898875
smooth-psmap-tsp-50-R-instance1.ser	50	89	6.0E-4	5	0.056179775280898875
smooth-psmap-tsp-50-R-instance1.ser	50	89	7.0E-4	6	0.06741573033707865
smooth-psmap-tsp-50-R-instance1.ser	50	89	8.0E-4	7	0.07865168539325842
smooth-psmap-tsp-50-R-instance1.ser	50	89	9.0E-4	7	0.07865168539325842
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0010	9	0.10112359550561797
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0020	15	0.16853932584269662
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0030	19	0.21348314606741572
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0040	19	0.21348314606741572
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0050	29	0.3258426966292135
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0060	32	0.3595505617977528
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0070	35	0.39325842696629215
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0080	34	0.38202247191011235
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0090	45	0.5056179775280899
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.01	47	0.5280898876404494
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.02	58	0.651685393258427
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.03	66	0.7415730337078652
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.04	66	0.7415730337078652
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.05	74	0.8314606741573034
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.06	75	0.8426966292134831
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.07	76	0.8539325842696629
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.08	80	0.898876404494382
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.09	82	0.9213483146067416
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.1	79	0.8876404494382022
smooth-psmap-tsp-50-R-instance1.ser	50	89	1.0E-4	1	0.011235955056179775
smooth-psmap-tsp-50-R-instance1.ser	50	89	2.0E-4	2	0.02247191011235955
smooth-psmap-tsp-50-R-instance1.ser	50	89	3.0E-4	3	0.033707865168539325
smooth-psmap-tsp-50-R-instance1.ser	50	89	4.0E-4	4	0.0449438202247191
smooth-psmap-tsp-50-R-instance1.ser	50	89	5.0E-4	4	0.0449438202247191
smooth-psmap-tsp-50-R-instance1.ser	50	89	6.0E-4	5	0.056179775280898875
smooth-psmap-tsp-50-R-instance1.ser	50	89	7.0E-4	6	0.06741573033707865
smooth-psmap-tsp-50-R-instance1.ser	50	89	8.0E-4	6	0.06741573033707865
smooth-psmap-tsp-50-R-instance1.ser	50	89	9.0E-4	8	0.0898876404494382
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0010	8	0.0898876404494382
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0020	16	0.1797752808988764
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0030	18	0.20224719101123595
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0040	26	0.29213483146067415
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0050	28	0.3146067415730337
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0060	32	0.3595505617977528
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0070	35	0.39325842696629215
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0080	36	0.4044943820224719
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0090	38	0.42696629213483145
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.01	41	0.4606741573033708
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.02	58	0.651685393258427
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.03	65	0.7303370786516854
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.04	68	0.7640449438202247
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.05	77	0.8651685393258427
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.06	77	0.8651685393258427
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.07	74	0.8314606741573034
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.08	80	0.898876404494382
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.09	81	0.9101123595505618
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.1	80	0.898876404494382
smooth-psmap-tsp-50-R-instance1.ser	50	89	1.0E-4	1	0.011235955056179775
smooth-psmap-tsp-50-R-instance1.ser	50	89	2.0E-4	2	0.02247191011235955
smooth-psmap-tsp-50-R-instance1.ser	50	89	3.0E-4	3	0.033707865168539325
smooth-psmap-tsp-50-R-instance1.ser	50	89	4.0E-4	4	0.0449438202247191
smooth-psmap-tsp-50-R-instance1.ser	50	89	5.0E-4	5	0.056179775280898875
smooth-psmap-tsp-50-R-instance1.ser	50	89	6.0E-4	5	0.056179775280898875
smooth-psmap-tsp-50-R-instance1.ser	50	89	7.0E-4	6	0.06741573033707865
smooth-psmap-tsp-50-R-instance1.ser	50	89	8.0E-4	7	0.07865168539325842
smooth-psmap-tsp-50-R-instance1.ser	50	89	9.0E-4	7	0.07865168539325842
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0010	9	0.10112359550561797
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0020	15	0.16853932584269662
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0030	20	0.2247191011235955
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0040	24	0.2696629213483146
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0050	29	0.3258426966292135
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0060	30	0.33707865168539325
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0070	32	0.3595505617977528
smooth-psmap-tsp-50-R-instance1.ser	50	89	0.0080	38	0.42696629213483145
